age,workclass,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,education_id,marital_status_id,occupation_id
37, Private, Husband, White, Male,0,0,50, United-States, >50K,1,2,6
38, Self-emp-not-inc, Husband, White, Male,0,0,50, United-States, >50K,10,2,4
34, Private, Husband, White, Male,0,0,40, United-States, <=50K,6,2,3
45, Private, Husband, White, Male,0,0,84, United-States, >50K,6,2,10
28, Private, Not-in-family, White, Female,0,0,40, Mexico, <=50K,14,1,15
68, Private, Not-in-family, White, Female,0,0,40, Cuba, <=50K,10,3,4
36, Private, Husband, Asian-Pac-Islander, Male,0,0,40, Laos, <=50K,2,2,10
20, Private, Unmarried, White, Male,0,0,30, Mexico, <=50K,5,1,5
24, Private, Own-child, White, Female,0,0,45, United-States, <=50K,6,1,7
38, Private, Unmarried, White, Female,0,0,40, United-States, <=50K,6,3,2
32, Private, Not-in-family, White, Female,0,0,40, United-States, <=50K,1,1,2
34, Private, Husband, White, Male,7298,0,50, United-States, >50K,6,2,4
47, Private, Not-in-family, White, Female,2174,0,40, England, <=50K,2,7,1
28, Private, Not-in-family, White, Female,0,0,50, United-States, <=50K,1,1,5
32, Private, Husband, White, Male,0,0,40, United-States, >50K,11,2,4
58, Private, Husband, White, Male,0,0,40, United-States, <=50K,2,2,10
64, Self-emp-inc, Husband, White, Male,99999,0,35, United-States, >50K,11,2,4
38, Private, Own-child, White, Female,0,0,50, United-States, <=50K,6,1,6
43, Private, Not-in-family, White, Female,0,0,40, United-States, <=50K,2,1,1
28, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,16,3,9
21, Private, Own-child, White, Male,0,0,40,nan, <=50K,6,1,1
23, Private, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K,1,1,4
25, Private, Own-child, Black, Male,2907,0,40, United-States, <=50K,5,1,3
41, Private, Not-in-family, Black, Male,2354,0,40, United-States, <=50K,2,5,1
24,nan, Not-in-family, White, Female,0,0,36, United-States, <=50K,2,1,12
41, Private, Husband, Black, Male,0,0,40, United-States, <=50K,6,2,7
27, Private, Husband, White, Male,0,0,40, United-States, <=50K,1,2,4
54, Private, Unmarried, White, Male,0,0,30, United-States, <=50K,9,7,5
28, Local-gov, Own-child, White, Female,0,0,25, United-States, <=50K,2,5,8
29, Private, Husband, White, Male,0,2042,40, United-States, <=50K,9,2,9
36, Private, Not-in-family, White, Male,0,0,30, United-States, <=50K,2,3,7
41, Self-emp-inc, Husband, Asian-Pac-Islander, Male,0,1977,60, Taiwan, >50K,1,2,2
60, Self-emp-not-inc, Husband, White, Male,0,0,40, United-States, <=50K,6,2,2
34, State-gov, Husband, White, Male,0,0,38, United-States, <=50K,4,2,2
32, Private, Not-in-family, Black, Female,0,0,40,nan, <=50K,2,1,5
27, Private, Wife, White, Female,0,0,42, United-States, >50K,6,2,6
60, Private, Husband, White, Male,0,0,40, United-States, <=50K,13,2,6
39, Private, Husband, White, Male,0,0,40, United-States, <=50K,8,2,7
59, Private, Other-relative, Black, Male,0,0,35, United-States, <=50K,16,3,8
34, Self-emp-not-inc, Husband, White, Male,0,0,32, Canada, >50K,10,2,4
36, Private, Husband, White, Male,0,0,40, United-States, <=50K,8,2,2
54, Private, Husband, White, Male,0,0,40, United-States, >50K,6,2,6
48, Private, Husband, White, Male,0,0,40, United-States, >50K,8,2,11
19, Private, Own-child, White, Male,0,0,33, United-States, <=50K,9,1,5
40, Private, Husband, White, Male,0,0,40, United-States, >50K,11,2,4
25, Private, Not-in-family, White, Male,0,0,45, United-States, <=50K,2,1,3
39, Private, Unmarried, White, Male,0,0,40, United-States, <=50K,7,5,1
34, Self-emp-not-inc, Husband, White, Male,0,0,40, United-States, <=50K,6,2,7
30, Private, Unmarried, White, Female,0,0,30, United-States, <=50K,2,5,5
43, Private, Unmarried, Black, Female,0,0,24, United-States, <=50K,2,1,5
35, Private, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, >50K,1,2,4
36, Local-gov, Husband, White, Male,0,1887,50, United-States, >50K,10,2,4
59, Self-emp-not-inc, Husband, White, Male,0,0,65, United-States, >50K,2,2,9
33, Self-emp-not-inc, Husband, White, Male,0,0,40, United-States, <=50K,2,2,7
22, Private, Own-child, White, Male,0,0,50, United-States, <=50K,6,1,3
48, Private, Husband, White, Male,0,0,45, United-States, <=50K,2,2,7
54, Private, Unmarried, White, Female,0,0,40, United-States, <=50K,2,7,1
49, Private, Not-in-family, White, Female,0,0,38, United-States, <=50K,6,3,1
37, Private, Not-in-family, White, Female,0,0,40, United-States, <=50K,1,1,11
45, Private, Husband, Black, Male,0,0,40, United-States, <=50K,2,2,10
51, Self-emp-inc, Not-in-family, White, Female,0,0,40, United-States, <=50K,6,5,6
46, Private, Husband, White, Male,0,0,40, United-States, <=50K,6,2,7
31, Self-emp-not-inc, Wife, White, Female,0,0,40, United-States, >50K,1,2,2
29,nan, Own-child, White, Female,0,0,38, United-States, <=50K,13,1,12
39, Private, Own-child, Black, Female,0,0,50, United-States, >50K,6,2,1
35, Private, Husband, White, Male,5013,0,40, United-States, <=50K,2,2,3
26, Private, Own-child, White, Female,0,0,40, United-States, >50K,1,1,1
51, Private, Husband, White, Male,7298,0,40, United-States, >50K,6,2,1
31, Private, Husband, Asian-Pac-Islander, Male,0,0,6, South, <=50K,4,2,4
39, Private, Husband, White, Male,0,0,40, United-States, >50K,2,2,10
26, Private, Other-relative, White, Male,0,0,30, Mexico, <=50K,3,1,5
25, Private, Husband, White, Male,0,0,35, United-States, <=50K,1,2,11
61, Federal-gov, Husband, White, Male,0,1887,40, United-States, >50K,6,2,1
49, Private, Own-child, White, Female,0,0,40, United-States, <=50K,2,3,6
53, Private, Not-in-family, White, Female,0,0,45, Mexico, <=50K,1,1,4
52, Private, Husband, White, Male,0,0,40, El-Salvador, <=50K,15,2,10
52, Private, Husband, White, Male,0,0,55, United-States, <=50K,2,2,8
74,nan, Not-in-family, Other, Female,0,0,35, United-States, <=50K,1,7,12
50, Private, Not-in-family, Black, Male,0,0,40, United-States, <=50K,2,3,1
29, Private, Not-in-family, White, Female,13550,0,35, United-States, >50K,1,1,6
76, Private, Not-in-family, White, Male,0,0,30, United-States, <=50K,9,7,13
19, Private, Own-child, White, Female,0,0,15, United-States, <=50K,2,1,1
25, Private, Husband, White, Male,0,0,40, United-States, <=50K,2,2,8
45, Private, Unmarried, White, Female,0,0,40, United-States, <=50K,2,3,1
34, Private, Own-child, White, Female,0,0,35, United-States, <=50K,7,3,1
20, Private, Own-child, White, Female,0,0,16, United-States, <=50K,6,1,5
66,nan, Not-in-family, White, Male,0,0,6, United-States, <=50K,4,7,12
63,nan, Wife, Black, Female,0,0,45, United-States, <=50K,1,2,12
27, Private, Husband, White, Male,0,0,40, United-States, <=50K,6,2,11
41, Private, Husband, White, Male,2829,0,40, United-States, <=50K,6,2,1
43, Private, Husband, White, Male,0,0,60, Nicaragua, <=50K,2,2,5
23, Private, Own-child, White, Female,0,0,40, United-States, <=50K,2,1,1
37, Federal-gov, Unmarried, Black, Female,0,0,40, United-States, <=50K,6,3,1
31, Private, Husband, White, Male,0,0,40, United-States, <=50K,1,2,2
33, State-gov, Husband, White, Male,0,0,4, United-States, <=50K,6,2,7
28, Private, Own-child, White, Male,0,0,20, United-States, <=50K,7,1,6
70,nan, Not-in-family, White, Female,2993,0,20, United-States, <=50K,2,7,12
35, Private, Unmarried, White, Female,0,0,40, United-States, <=50K,6,3,1
41, Private, Husband, White, Male,0,0,75, United-States, >50K,7,2,11
17, Private, Other-relative, White, Female,0,0,12, United-States, <=50K,3,1,5
41, Local-gov, Wife, Black, Female,0,0,40, United-States, >50K,1,2,4
44, Private, Not-in-family, White, Male,0,0,45, United-States, <=50K,8,3,6
47, Private, Husband, White, Male,0,0,40, Mexico, <=50K,9,2,7
24, Private, Own-child, Black, Male,0,0,40, United-States, <=50K,2,1,3
38, Self-emp-not-inc, Unmarried, White, Female,0,0,40, United-States, <=50K,8,3,5
34, Private, Husband, Black, Male,0,0,52, Jamaica, <=50K,6,2,2
62, Local-gov, Not-in-family, Black, Female,0,0,35, United-States, <=50K,2,3,5
27, Local-gov, Husband, White, Male,0,0,38, United-States, <=50K,2,2,1
59, Private, Wife, White, Female,0,0,40, United-States, >50K,6,2,1
35, Private, Husband, White, Male,0,0,40, United-States, <=50K,4,2,2
38, Private, Unmarried, Black, Female,0,0,32, United-States, <=50K,2,5,5
28, Private, Own-child, White, Female,0,0,50, United-States, <=50K,6,1,5
28, Private, Other-relative, White, Female,0,0,38, United-States, <=50K,2,1,1
59, State-gov, Husband, White, Male,0,0,40, United-States, <=50K,5,2,8
42, Private, Own-child, White, Female,0,0,40, United-States, <=50K,6,5,1
54, Local-gov, Not-in-family, White, Female,0,0,32, United-States, >50K,4,1,4
39, Private, Husband, White, Male,0,0,45, United-States, <=50K,2,2,4
41, Private, Husband, White, Male,0,0,40, United-States, <=50K,1,2,9
43, Private, Unmarried, White, Female,0,0,40, Germany, <=50K,1,3,1
32, Self-emp-inc, Husband, Asian-Pac-Islander, Male,0,0,50, Iran, >50K,1,2,5
62, Private, Unmarried, White, Female,0,1617,33, United-States, <=50K,6,5,6
58, Private, Not-in-family, White, Female,0,0,40, United-States, <=50K,2,3,1
43, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,2,3,7
67,nan, Husband, White, Male,0,2457,40, United-States, <=50K,6,2,12
31, Private, Unmarried, White, Female,0,0,40, United-States, <=50K,2,3,10
51, Local-gov, Wife, White, Female,0,0,70, United-States, >50K,4,2,4
54, Private, Own-child, Black, Female,0,0,36, United-States, <=50K,1,1,5
20, Private, Not-in-family, White, Male,0,0,70, United-States, <=50K,6,1,10
35, Private, Husband, White, Male,0,0,40, United-States, >50K,6,2,6
22, Private, Own-child, White, Female,0,0,36, United-States, <=50K,2,1,5
38, Private, Not-in-family, White, Male,6849,0,60, United-States, <=50K,1,3,2
42, Private, Husband, White, Male,0,0,40, United-States, <=50K,2,2,2
44, State-gov, Husband, White, Male,0,0,40, United-States, >50K,4,2,1
28, Self-emp-not-inc, Husband, White, Male,0,0,70, United-States, >50K,2,2,9
74, Self-emp-inc, Husband, White, Male,0,0,35, United-States, >50K,6,2,2
34, Private, Wife, Black, Female,0,0,40, United-States, <=50K,2,2,2
50, State-gov, Husband, White, Male,0,0,52, United-States, <=50K,2,2,4
50, Private, Unmarried, White, Female,0,0,40, United-States, <=50K,8,7,2
43, Private, Husband, White, Male,0,0,40, United-States, <=50K,2,2,3
29, Self-emp-not-inc, Husband, White, Male,0,0,40, United-States, <=50K,2,2,7
30,nan, Unmarried, Black, Female,0,0,25, United-States, <=50K,2,5,12
61, Private, Husband, White, Male,0,0,50, United-States, >50K,2,2,2
21, Private, Own-child, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K,6,1,1
27, Private, Not-in-family, White, Male,0,0,30,nan, <=50K,1,1,5
47, Private, Husband, White, Male,0,0,40, Iran, >50K,10,2,4
39, Private, Unmarried, White, Female,0,1380,40, United-States, <=50K,7,3,4
33, Private, Husband, White, Male,0,0,40, United-States, <=50K,2,2,7
22, Private, Other-relative, Black, Female,0,0,37, United-States, <=50K,2,1,6
38, Private, Unmarried, Black, Female,0,0,40, United-States, <=50K,6,3,1
45, Private, Husband, White, Male,0,0,40, United-States, <=50K,6,2,7
42, Private, Husband, White, Male,0,0,45, United-States, >50K,2,2,10
35, Private, Not-in-family, White, Male,0,0,45, Germany, <=50K,6,1,7
21, Private, Not-in-family, White, Female,0,0,40, United-States, <=50K,2,1,1
49, State-gov, Not-in-family, Black, Female,0,0,44, United-States, <=50K,8,3,1
50, Private, Own-child, Other, Female,0,0,40, United-States, <=50K,1,5,4
36, State-gov, Wife, White, Female,0,0,36, United-States, >50K,10,2,4
20, Private, Own-child, White, Male,0,0,20, United-States, <=50K,2,1,1
49, Private, Unmarried, Black, Female,0,0,40, United-States, <=50K,2,5,4
40, State-gov, Husband, White, Male,0,0,60, United-States, >50K,1,2,4
22, Private, Unmarried, White, Female,0,0,40, United-States, <=50K,6,3,1
60,nan, Not-in-family, White, Female,0,0,40, United-States, <=50K,2,3,12
67, Private, Unmarried, White, Female,0,0,20, United-States, <=50K,3,7,1
21, Private, Not-in-family, Other, Female,0,0,40, United-States, <=50K,6,1,1
60, Self-emp-not-inc, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K,2,2,9
17, Private, Own-child, White, Female,0,0,12, United-States, <=50K,3,1,5
43, Private, Wife, White, Female,15024,0,32, United-States, >50K,4,2,2
49, State-gov, Husband, White, Male,0,0,45, United-States, >50K,1,2,2
41, Private, Not-in-family, Black, Female,99999,0,60, United-States, >50K,1,5,4
38, Private, Unmarried, White, Male,0,0,40, United-States, <=50K,6,3,7
38, Private, Husband, White, Male,0,0,40, United-States, <=50K,2,2,7
35, Private, Husband, White, Male,0,0,99, United-States, >50K,7,2,2
40, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,6,1,6
23,nan, Not-in-family, White, Female,0,0,40, United-States, <=50K,6,5,12
19,nan, Own-child, White, Female,0,1602,40, United-States, <=50K,6,1,12
40, Private, Husband, White, Male,0,0,60, United-States, >50K,2,2,8
46, State-gov, Unmarried, White, Female,0,0,40, United-States, <=50K,2,3,1
25, Private, Unmarried, White, Female,0,0,22, United-States, <=50K,6,4,1
36, Private, Husband, Black, Male,5178,0,40, United-States, >50K,2,2,10
24, Private, Not-in-family, White, Male,0,0,48, United-States, <=50K,7,1,3
62, Private, Husband, White, Male,0,0,48, United-States, <=50K,2,2,10
54, Private, Husband, Asian-Pac-Islander, Male,0,0,40, China, <=50K,15,2,7
23, Private, Other-relative, White, Female,0,0,40, United-States, <=50K,1,2,1
60, Private, Wife, White, Female,0,0,40, United-States, <=50K,2,2,1
18, Self-emp-inc, Own-child, White, Female,0,0,8, United-States, <=50K,2,1,9
41, Local-gov, Wife, Black, Female,0,0,40, United-States, <=50K,6,2,1
45, Local-gov, Not-in-family, White, Female,0,0,40, United-States, <=50K,4,1,4
62, State-gov, Unmarried, Black, Female,0,0,40, United-States, <=50K,8,7,2
28, Private, Unmarried, Black, Female,0,0,40, United-States, <=50K,1,4,11
36, Self-emp-inc, Husband, White, Male,0,0,60, Yugoslavia, >50K,6,2,2
31, Private, Other-relative, White, Male,0,0,40, United-States, <=50K,2,1,6
44, Private, Husband, Black, Male,0,0,40,nan, <=50K,2,2,3
33, Self-emp-not-inc, Unmarried, White, Male,0,0,50, United-States, <=50K,2,5,7
62, Self-emp-not-inc, Husband, White, Male,0,0,16, United-States, <=50K,11,2,4
27, Private, Wife, White, Female,0,0,40, United-States, <=50K,9,2,5
42, Federal-gov, Unmarried, Black, Female,0,0,40, United-States, >50K,8,3,1
55, Private, Other-relative, Black, Male,0,0,37, United-States, <=50K,5,1,3
41, Private, Not-in-family, White, Female,0,0,50, United-States, <=50K,2,1,6
26, Private, Husband, White, Male,4064,0,50, United-States, <=50K,6,2,2
45, Private, Wife, White, Female,0,0,40, United-States, >50K,6,2,1
67, Self-emp-not-inc, Not-in-family, White, Male,0,0,65, United-States, <=50K,2,7,9
25, Private, Husband, White, Male,0,0,45, United-States, <=50K,8,2,7
30, Self-emp-inc, Husband, White, Male,0,1887,48, United-States, >50K,2,2,7
22, Private, Unmarried, White, Male,0,0,40, United-States, <=50K,1,1,2
19, Private, Own-child, White, Male,0,0,20, United-States, <=50K,6,1,5
26, Private, Not-in-family, White, Female,0,0,45, United-States, <=50K,1,1,2
61, Private, Husband, White, Male,0,0,50, United-States, <=50K,2,2,7
32, Private, Not-in-family, White, Female,13550,0,50, United-States, >50K,11,1,6
43, Private, Not-in-family, White, Female,0,0,40, United-States, <=50K,2,3,1
53, Private, Not-in-family, White, Female,0,0,20, United-States, <=50K,2,3,15
53, Federal-gov, Not-in-family, White, Male,0,0,45, United-States, <=50K,6,3,1
42, Self-emp-inc, Not-in-family, White, Male,0,0,10, United-States, <=50K,16,3,7
36, Private, Wife, White, Female,0,0,40, United-States, >50K,2,2,1
55, Self-emp-not-inc, Husband, White, Male,0,0,99, United-States, <=50K,1,2,2
35, Federal-gov, Husband, White, Male,7298,0,40, United-States, >50K,1,2,4
17, Private, Own-child, White, Female,0,0,16, United-States, <=50K,3,1,6
55, Self-emp-not-inc, Not-in-family, White, Female,0,0,35, United-States, <=50K,11,3,4
36, Private, Husband, White, Male,0,0,40, United-States, <=50K,2,2,2
40, Local-gov, Wife, White, Female,0,0,40, United-States, >50K,4,2,4
54, Self-emp-not-inc, Not-in-family, Black, Female,0,0,10, United-States, <=50K,13,3,5
45, Self-emp-not-inc, Not-in-family, White, Male,0,0,45, United-States, <=50K,1,3,4
48, Private, Husband, White, Male,0,0,40, United-States, >50K,6,2,11
40, Local-gov, Not-in-family, White, Male,0,0,60, United-States, >50K,11,1,2
31, Private, Husband, White, Male,0,0,50, United-States, <=50K,1,2,4
26, Private, Own-child, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K,1,1,1
34, Private, Wife, White, Female,0,1485,40, United-States, >50K,6,2,2
19, Private, Own-child, Other, Female,0,0,25, Puerto-Rico, <=50K,2,1,1
31, Federal-gov, Husband, White, Male,0,0,40, United-States, <=50K,7,2,7
34, Private, Not-in-family, White, Female,0,0,30, United-States, <=50K,2,1,4
55, Local-gov, Husband, White, Male,0,0,55, United-States, >50K,4,2,2
38, Private, Husband, White, Male,0,0,40, United-States, <=50K,6,2,7
21, Private, Other-relative, White, Male,0,0,20, Mexico, <=50K,2,1,3
27, Private, Husband, White, Male,0,0,40, United-States, <=50K,9,2,7
35, Private, Not-in-family, Black, Male,0,0,40, United-States, <=50K,2,5,5
20, Private, Own-child, Other, Female,0,0,20, United-States, <=50K,6,1,1
24, Self-emp-not-inc, Unmarried, White, Female,0,0,38, United-States, <=50K,8,1,5
27, Private, Not-in-family, White, Male,0,0,40,nan, <=50K,4,1,11
18, Federal-gov, Own-child, White, Male,0,0,4, United-States, <=50K,3,1,10
28, Local-gov, Unmarried, White, Female,0,0,40, United-States, <=50K,6,4,1
36, Private, Not-in-family, White, Female,0,0,40, United-States, <=50K,2,3,8
66, Private, Husband, White, Male,0,1258,20, United-States, <=50K,6,2,8
19, Private, Own-child, White, Female,0,0,15, United-States, <=50K,6,1,5
59, Self-emp-not-inc, Wife, White, Female,0,0,36, United-States, <=50K,13,2,2
33, Private, Husband, White, Male,0,0,46, United-States, <=50K,2,2,8
28, Private, Not-in-family, White, Male,0,0,40, Mexico, <=50K,9,5,3
34, Private, Not-in-family, White, Male,0,2001,40, United-States, <=50K,1,1,5
41, Private, Not-in-family, White, Female,0,0,55, United-States, <=50K,6,3,1
30, Private, Husband, White, Male,0,0,45, United-States, <=50K,3,2,7
59, Private, Husband, White, Male,0,0,40, United-States, <=50K,2,2,7
42, Private, Husband, White, Male,0,0,60, United-States, <=50K,1,2,6
47, Private, Other-relative, Black, Female,14084,0,38, United-States, >50K,2,5,4
29, Private, Unmarried, White, Female,0,0,40, Mexico, <=50K,13,4,1
60, Private, Not-in-family, White, Male,0,0,50, United-States, >50K,6,4,10
53, Local-gov, Husband, White, Male,5013,0,35, United-States, <=50K,2,2,7
41, Private, Husband, White, Male,0,0,60, United-States, <=50K,9,2,2
32, Private, Unmarried, White, Female,0,0,30, United-States, <=50K,6,3,6
73,nan, Not-in-family, White, Female,0,0,22, United-States, >50K,2,7,12
20, Private, Not-in-family, White, Female,0,0,30, United-States, <=50K,2,1,6
49, Private, Husband, White, Male,0,0,40, United-States, >50K,4,2,6
36, Local-gov, Unmarried, White, Male,0,0,40, United-States, <=50K,1,1,4
33, State-gov, Unmarried, White, Female,0,0,45, United-States, <=50K,6,3,1
25, Private, Not-in-family, Asian-Pac-Islander, Female,0,0,34, United-States, <=50K,6,1,5
34,nan, Husband, Black, Male,0,0,10, United-States, <=50K,2,2,12
19,nan, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K,6,1,12
40, Local-gov, Husband, White, Male,0,0,40, United-States, <=50K,7,2,13
48, Private, Husband, White, Male,0,0,44, United-States, <=50K,2,2,8
51, Private, Husband, White, Male,0,0,50, United-States, <=50K,6,2,3
22, Private, Own-child, Black, Male,0,0,20, Jamaica, <=50K,7,1,3
34, Private, Husband, Black, Male,0,0,50, United-States, <=50K,6,2,4
22, Private, Wife, White, Female,0,0,40, United-States, <=50K,13,2,6
34, Self-emp-inc, Husband, White, Male,0,2002,40, United-States, <=50K,2,2,2
56, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,2,3,5
49, Private, Husband, White, Male,0,1902,40, United-States, <=50K,2,2,10
36, Private, Not-in-family, White, Female,0,0,40, United-States, <=50K,1,1,5
18, Private, Own-child, White, Female,0,0,20, United-States, <=50K,6,1,6
26, Self-emp-not-inc, Own-child, White, Male,0,0,50, United-States, <=50K,2,1,7
48, Private, Husband, White, Male,0,0,50, United-States, <=50K,2,2,2
35, Self-emp-not-inc, Husband, White, Male,0,0,40, United-States, <=50K,2,2,2
29, Private, Own-child, White, Male,0,0,40, United-States, <=50K,2,1,3
47, Private, Husband, White, Male,0,0,40, United-States, >50K,2,2,7
21, Private, Wife, White, Female,0,0,12, United-States, <=50K,8,2,1
28, Private, Not-in-family, White, Female,0,0,50, United-States, <=50K,6,1,6
53, Private, Husband, White, Male,0,0,40, United-States, >50K,6,2,8
65, Federal-gov, Not-in-family, White, Female,0,0,40, United-States, <=50K,2,3,1
26, Private, Unmarried, White, Female,0,0,40, United-States, <=50K,6,4,1
50, Private, Husband, White, Male,0,1902,50, United-States, >50K,1,2,2
26, Private, Husband, White, Male,0,0,50, United-States, <=50K,2,2,7
70, Private, Husband, White, Male,0,0,20, United-States, <=50K,2,2,4
55, Private, Own-child, White, Male,0,0,40, United-States, <=50K,6,3,10
27, Federal-gov, Other-relative, White, Male,0,0,35, United-States, <=50K,1,1,8
31, Private, Husband, White, Male,0,0,40, Cuba, >50K,6,2,2
43, Private, Husband, White, Male,0,1902,55, United-States, >50K,1,2,6
24, Private, Husband, White, Male,0,0,40, United-States, <=50K,3,2,7
22, Private, Unmarried, White, Female,0,0,40, Mexico, <=50K,9,1,5
26, Private, Unmarried, Black, Female,0,0,40, United-States, <=50K,2,1,7
23, Private, Not-in-family, White, Female,0,0,40, United-States, <=50K,13,1,7
41, Self-emp-not-inc, Husband, White, Male,0,0,60, United-States, <=50K,2,2,9
52, Private, Husband, White, Male,0,0,40, United-States, <=50K,4,2,6
41, Self-emp-not-inc, Wife, White, Female,0,0,40, United-States, <=50K,2,2,9
59, Self-emp-not-inc, Husband, White, Male,0,0,40, United-States, <=50K,13,2,9
56, Self-emp-not-inc, Wife, White, Female,0,1977,50, United-States, >50K,6,2,2
58, Private, Not-in-family, White, Male,14344,0,48, United-States, >50K,2,3,7
65, Private, Husband, White, Male,0,0,40, United-States, >50K,1,2,2
24, Local-gov, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K,1,1,4
51, Private, Husband, White, Male,5178,0,45, United-States, >50K,7,2,6
31, Private, Husband, White, Male,0,0,45, United-States, <=50K,6,2,3
84, Private, Not-in-family, White, Female,0,0,16, United-States, <=50K,2,7,4
51, Private, Husband, White, Male,0,0,40, United-States, <=50K,6,2,7
24, Local-gov, Not-in-family, White, Male,0,0,50, United-States, <=50K,1,1,4
30, Private, Husband, White, Male,0,0,45, United-States, <=50K,2,2,10
22, Private, Not-in-family, White, Male,0,0,40, Mexico, <=50K,13,1,5
30, Private, Not-in-family, White, Male,0,0,40, Ireland, <=50K,4,1,4
47, Private, Unmarried, White, Female,0,0,40, United-States, <=50K,6,3,2
19, Private, Own-child, White, Female,0,0,35, United-States, <=50K,2,1,6
43, Self-emp-not-inc, Unmarried, White, Female,0,0,36, United-States, <=50K,6,3,1
30, Private, Not-in-family, White, Female,0,0,50, United-States, <=50K,1,1,2
46, Private, Not-in-family, White, Female,0,0,45, United-States, <=50K,4,3,2
49, Local-gov, Husband, White, Male,0,0,60, United-States, <=50K,1,2,4
37, Private, Unmarried, White, Female,0,0,40, Mexico, <=50K,12,1,10
42, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,4,1,2
57, Private, Husband, White, Male,5013,0,50, United-States, <=50K,6,2,6
46, Private, Not-in-family, White, Female,0,0,40, United-States, <=50K,7,1,1
23, Private, Own-child, White, Female,0,0,20, United-States, <=50K,6,1,5
26, Private, Husband, White, Male,0,0,58, United-States, >50K,1,2,7
64, Private, Other-relative, White, Female,0,0,8, United-States, <=50K,4,1,4
20, Private, Unmarried, White, Female,0,0,40, Germany, <=50K,2,1,1
31, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,2,3,8
38, Private, Husband, White, Male,0,1977,40, United-States, >50K,1,2,11
44, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,6,3,10
42, Self-emp-not-inc, Husband, Asian-Pac-Islander, Male,2885,0,40, United-States, <=50K,8,2,7
23, Private, Unmarried, White, Male,0,0,40, United-States, <=50K,1,1,2
31, Local-gov, Husband, White, Male,0,0,90, United-States, >50K,4,2,4
35, Self-emp-not-inc, Husband, White, Male,0,0,36, United-States, <=50K,3,2,7
30, Self-emp-not-inc, Not-in-family, White, Male,0,0,35, United-States, <=50K,6,3,7
35, Private, Own-child, White, Male,0,0,20, United-States, <=50K,2,3,7
40, Private, Own-child, White, Female,0,0,38, United-States, <=50K,2,4,1
18, Private, Own-child, White, Female,0,0,20, United-States, <=50K,3,1,5
23, Private, Own-child, Asian-Pac-Islander, Male,0,0,30,nan, <=50K,13,1,8
63, Private, Husband, Black, Male,0,0,40, United-States, <=50K,2,2,1
20, State-gov, Own-child, White, Male,0,0,40, United-States, <=50K,2,1,8
50, Local-gov, Husband, White, Male,0,0,60, United-States, >50K,4,2,2
49, Private, Husband, White, Male,0,0,45, United-States, <=50K,4,2,6
53, Self-emp-not-inc, Husband, White, Male,0,0,40, United-States, <=50K,13,2,9
34, Private, Own-child, White, Female,0,0,40, United-States, <=50K,2,5,1
54, Private, Not-in-family, White, Male,0,0,56, United-States, >50K,2,3,8
40, Private, Husband, White, Male,0,0,40, United-States, >50K,6,2,1
22, Private, Not-in-family, White, Female,0,0,40, United-States, <=50K,1,1,6
28, Private, Other-relative, White, Male,0,0,35, Mexico, <=50K,13,1,9
24, Private, Own-child, White, Male,0,0,40, El-Salvador, <=50K,2,1,7
37, Private, Unmarried, White, Female,0,0,48, El-Salvador, <=50K,14,1,5
62, Private, Wife, White, Female,0,0,16, United-States, <=50K,2,2,6
19,nan, Not-in-family, White, Male,0,0,40, United-States, <=50K,6,1,12
51, Private, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K,8,7,4
65, Private, Not-in-family, White, Female,2346,0,40, United-States, <=50K,6,7,1
31, Private, Own-child, White, Female,0,0,8, United-States, <=50K,2,1,1
42, Self-emp-inc, Unmarried, White, Male,0,0,90, United-States, >50K,6,3,2
42, Private, Wife, Black, Female,0,0,35, United-States, <=50K,2,2,5
54, Private, Husband, White, Male,0,0,40, Cuba, <=50K,7,2,7
23, Private, Own-child, White, Female,0,0,60, United-States, <=50K,1,1,2
28, Private, Not-in-family, White, Female,0,0,46, United-States, <=50K,2,1,5
42, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,3,3,7
30, Private, Not-in-family, Black, Male,0,0,40, United-States, <=50K,2,1,2
33, Federal-gov, Husband, White, Male,0,0,40, United-States, <=50K,2,2,7
33, Private, Not-in-family, White, Female,0,0,40, United-States, <=50K,2,3,11
39, Private, Unmarried, White, Male,2977,0,40, United-States, <=50K,2,3,10
27, Private, Husband, White, Male,0,0,40, United-States, <=50K,3,2,3
20,nan, Own-child, Black, Male,0,0,40, United-States, <=50K,3,1,12
